
Dataset Summary: Breakout_1000: 1 episodes, 1000 steps.
Episodes: 1
Total Steps: 1000
Reward Counts: -1=0, 0=970, +1=30
End Counts: not_ended=1000, ended=0

================================================================================
Episode 0
================================================================================
Length: 1000 steps
Return: 51.00
Info: {}

First 1000 steps:
--------------------------------------------------------------------------------
Step   Obs Mean     Obs Std      Action   Reward   End   Trunc
567    -0.7027      0.4689       2        0.00     0     0    
568    -0.7022      0.4690       2        0.00     0     0    
569    -0.7021      0.4690       1        0.00     0     0    
570    -0.7032      0.4689       1        0.00     0     0    
571    -0.7033      0.4690       1        0.00     0     0    
572    -0.7032      0.4688       0        0.00     0     0    
573    -0.7032      0.4689       2        0.00     0     0    
574    -0.7036      0.4688       3        0.00     0     0    
575    -0.7036      0.4688       1        0.00     0     0    
576    -0.7033      0.4689       3        0.00     0     0    
577    -0.7022      0.4690       3        0.00     0     0    
578    -0.7021      0.4691       0        0.00     0     0    
579    -0.7026      0.4689       1        0.00     0     0    
580    -0.7027      0.4688       3        0.00     0     0    
581    -0.7023      0.4690       1        0.00     0     0    
582    -0.7026      0.4688       1        0.00     0     0    
583    -0.7027      0.4690       1        0.00     0     0    
584    -0.7027      0.4689       0        0.00     0     0    
585    -0.7027      0.4689       0        0.00     0     0    
586    -0.7027      0.4689       0        0.00     0     0    
587    -0.7026      0.4688       0        1.00     0     0    
588    -0.7028      0.4690       0        0.00     0     0    
589    -0.7046      0.4683       0        0.00     0     0    
590    -0.7047      0.4683       3        0.00     0     0    
591    -0.7041      0.4684       0        0.00     0     0    
592    -0.7046      0.4683       2        0.00     0     0    
593    -0.7041      0.4685       1        0.00     0     0    
594    -0.7046      0.4683       0        0.00     0     0    
595    -0.7047      0.4683       0        0.00     0     0    
596    -0.7047      0.4683       2        0.00     0     0    
597    -0.7041      0.4684       3        0.00     0     0    
598    -0.7042      0.4685       1        0.00     0     0    
599    -0.7045      0.4683       1        0.00     0     0    
600    -0.7047      0.4683       3        0.00     0     0    
601    -0.7041      0.4684       3        0.00     0     0    
602    -0.7041      0.4683       3        0.00     0     0    
603    -0.7040      0.4685       3        0.00     0     0    
604    -0.7046      0.4684       1        0.00     0     0    
605    -0.7046      0.4684       1        0.00     0     0    
606    -0.7046      0.4685       2        0.00     0     0    
607    -0.7041      0.4684       1        0.00     0     0    
608    -0.7045      0.4683       2        0.00     0     0    
609    -0.7041      0.4685       1        0.00     0     0    
610    -0.7045      0.4684       1        0.00     0     0    
611    -0.7046      0.4683       2        0.00     0     0    
612    -0.7041      0.4684       1        0.00     0     0    
613    -0.7045      0.4683       1        0.00     0     0    
614    -0.7046      0.4683       1        0.00     0     0    
615    -0.7046      0.4683       0        0.00     0     0    
616    -0.7046      0.4683       1        0.00     0     0    
617    -0.7046      0.4683       0        0.00     0     0    
618    -0.7046      0.4682       0        0.00     0     0    
619    -0.7046      0.4683       0        1.00     0     0    
620    -0.7047      0.4683       0        0.00     0     0    
621    -0.7043      0.4683       3        0.00     0     0    
622    -0.7038      0.4685       1        0.00     0     0    
623    -0.7042      0.4684       0        0.00     0     0    
624    -0.7043      0.4684       0        0.00     0     0    
625    -0.7043      0.4684       1        0.00     0     0    
626    -0.7043      0.4683       0        0.00     0     0    
627    -0.7043      0.4684       1        0.00     0     0    
628    -0.7043      0.4683       1        0.00     0     0    
629    -0.7043      0.4684       2        0.00     0     0    
630    -0.7038      0.4685       2        0.00     0     0    
631    -0.7038      0.4685       1        0.00     0     0    
632    -0.7042      0.4684       1        0.00     0     0    
633    -0.7043      0.4683       1        0.00     0     0    
634    -0.7043      0.4684       2        0.00     0     0    
635    -0.7038      0.4684       2        0.00     0     0    
636    -0.7037      0.4685       3        0.00     0     0    
637    -0.7038      0.4685       1        0.00     0     0    
638    -0.7042      0.4684       2        0.00     0     0    
639    -0.7038      0.4685       1        0.00     0     0    
640    -0.7047      0.4685       1        0.00     0     0    
641    -0.7048      0.4684       3        0.00     0     0    
642    -0.7037      0.4685       3        0.00     0     0    
643    -0.7036      0.4685       3        0.00     0     0    
644    -0.7037      0.4685       0        0.00     0     0    
645    -0.7041      0.4684       0        0.00     0     0    
646    -0.7042      0.4684       3        0.00     0     0    
647    -0.7037      0.4685       1        0.00     0     0    
648    -0.7041      0.4684       0        0.00     0     0    
649    -0.7042      0.4684       1        0.00     0     0    
650    -0.7042      0.4684       0        0.00     0     0    
651    -0.7042      0.4684       0        0.00     0     0    
652    -0.7042      0.4684       0        0.00     0     0    
653    -0.7042      0.4684       2        0.00     0     0    
654    -0.7037      0.4685       1        0.00     0     0    
655    -0.7041      0.4684       0        0.00     0     0    
656    -0.7042      0.4683       0        0.00     0     0    
657    -0.7042      0.4683       0        0.00     0     0    
658    -0.7042      0.4684       0        0.00     0     0    
659    -0.7041      0.4683       0        0.00     0     0    
660    -0.7043      0.4684       0        1.00     0     0    
661    -0.7061      0.4677       0        0.00     0     0    
662    -0.7062      0.4677       0        0.00     0     0    
663    -0.7062      0.4677       0        0.00     0     0    
664    -0.7062      0.4677       0        0.00     0     0    
665    -0.7062      0.4677       1        0.00     0     0    
666    -0.7063      0.4677       3        0.00     0     0    
667    -0.7057      0.4679       0        0.00     0     0    
668    -0.7061      0.4678       2        0.00     0     0    
669    -0.7057      0.4678       1        0.00     0     0    
670    -0.7061      0.4677       3        0.00     0     0    
671    -0.7057      0.4678       1        0.00     0     0    
672    -0.7061      0.4678       2        0.00     0     0    
673    -0.7057      0.4678       0        0.00     0     0    
674    -0.7061      0.4677       2        0.00     0     0    
675    -0.7057      0.4679       1        0.00     0     0    
676    -0.7061      0.4677       1        0.00     0     0    
677    -0.7063      0.4678       0        0.00     0     0    
678    -0.7062      0.4677       1        0.00     0     0    
679    -0.7062      0.4677       1        0.00     0     0    
680    -0.7062      0.4678       1        0.00     0     0    
681    -0.7063      0.4677       1        0.00     0     0    
682    -0.7062      0.4678       1        0.00     0     0    
683    -0.7062      0.4677       2        0.00     0     0    
684    -0.7057      0.4678       2        0.00     0     0    
685    -0.7056      0.4679       0        0.00     0     0    
686    -0.7066      0.4677       0        0.00     0     0    
687    -0.7068      0.4677       3        0.00     0     0    
688    -0.7056      0.4680       3        0.00     0     0    
689    -0.7055      0.4678       3        0.00     0     0    
690    -0.7056      0.4678       3        0.00     0     0    
691    -0.7055      0.4678       0        0.00     0     0    
692    -0.7061      0.4677       2        0.00     0     0    
693    -0.7056      0.4678       1        0.00     0     0    
694    -0.7061      0.4677       3        0.00     0     0    
695    -0.7056      0.4678       1        0.00     0     0    
696    -0.7061      0.4678       0        1.00     0     0    
697    -0.7045      0.4677       0        0.00     0     0    
698    -0.7053      0.4671       2        0.00     0     0    
699    -0.7048      0.4672       0        0.00     0     0    
700    -0.7052      0.4671       0        0.00     0     0    
701    -0.7053      0.4671       3        0.00     0     0    
702    -0.7048      0.4672       2        0.00     0     0    
703    -0.7048      0.4672       2        0.00     0     0    
704    -0.7048      0.4672       3        0.00     0     0    
705    -0.7049      0.4672       3        0.00     0     0    
706    -0.7047      0.4672       1        0.00     0     0    
707    -0.7052      0.4671       3        0.00     0     0    
708    -0.7049      0.4672       3        0.00     0     0    
709    -0.7050      0.4673       2        0.00     0     0    
710    -0.7049      0.4672       1        0.00     0     0    
711    -0.7053      0.4671       1        0.00     0     0    
712    -0.7054      0.4671       2        0.00     0     0    
713    -0.7048      0.4672       2        0.00     0     0    
714    -0.7047      0.4672       3        0.00     0     0    
715    -0.7049      0.4672       0        0.00     0     0    
716    -0.7053      0.4672       2        0.00     0     0    
717    -0.7049      0.4673       0        0.00     0     0    
718    -0.7053      0.4671       0        0.00     0     0    
719    -0.7054      0.4670       0        0.00     0     0    
720    -0.7054      0.4671       0        0.00     0     0    
721    -0.7054      0.4671       0        0.00     0     0    
722    -0.7055      0.4670       0        4.00     0     0    
723    -0.7066      0.4661       0        0.00     0     0    
724    -0.7075      0.4658       0        0.00     0     0    
725    -0.7076      0.4659       0        0.00     0     0    
726    -0.7076      0.4659       0        0.00     0     0    
727    -0.7076      0.4658       0        0.00     0     0    
728    -0.7076      0.4658       0        0.00     0     0    
729    -0.7076      0.4658       1        0.00     0     0    
730    -0.7076      0.4660       0        0.00     0     0    
731    -0.7076      0.4659       1        0.00     0     0    
732    -0.7076      0.4659       0        0.00     0     0    
733    -0.7076      0.4658       3        0.00     0     0    
734    -0.7071      0.4660       0        0.00     0     0    
735    -0.7075      0.4660       3        0.00     0     0    
736    -0.7072      0.4661       2        0.00     0     0    
737    -0.7071      0.4661       0        0.00     0     0    
738    -0.7074      0.4660       0        0.00     0     0    
739    -0.7075      0.4659       2        0.00     0     0    
740    -0.7070      0.4660       0        0.00     0     0    
741    -0.7074      0.4659       0        0.00     0     0    
742    -0.7075      0.4659       0        0.00     0     0    
743    -0.7075      0.4660       0        0.00     0     0    
744    -0.7075      0.4659       0        0.00     0     0    
745    -0.7075      0.4659       1        0.00     0     0    
746    -0.7075      0.4659       0        0.00     0     0    
747    -0.7075      0.4659       0        0.00     0     0    
748    -0.7075      0.4659       0        0.00     0     0    
749    -0.7076      0.4659       0        4.00     0     0    
750    -0.7077      0.4660       0        0.00     0     0    
751    -0.7079      0.4654       0        0.00     0     0    
752    -0.7077      0.4654       0        0.00     0     0    
753    -0.7077      0.4653       0        0.00     0     0    
754    -0.7077      0.4653       0        0.00     0     0    
755    -0.7078      0.4653       1        0.00     0     0    
756    -0.7077      0.4653       3        0.00     0     0    
757    -0.7072      0.4654       0        0.00     0     0    
758    -0.7076      0.4654       0        0.00     0     0    
759    -0.7077      0.4652       2        0.00     0     0    
760    -0.7072      0.4654       0        0.00     0     0    
761    -0.7076      0.4653       0        0.00     0     0    
762    -0.7077      0.4654       1        0.00     0     0    
763    -0.7077      0.4653       0        0.00     0     0    
764    -0.7077      0.4653       3        0.00     0     0    
765    -0.7072      0.4653       0        0.00     0     0    
766    -0.7078      0.4654       0        4.00     0     0    
767    -0.7099      0.4637       0        0.00     0     0    
768    -0.7099      0.4637       0        0.00     0     0    
769    -0.7100      0.4637       2        0.00     0     0    
770    -0.7094      0.4639       2        0.00     0     0    
771    -0.7094      0.4638       0        0.00     0     0    
772    -0.7098      0.4636       0        0.00     0     0    
773    -0.7099      0.4636       1        0.00     0     0    
774    -0.7099      0.4637       1        0.00     0     0    
775    -0.7099      0.4637       0        0.00     0     0    
776    -0.7099      0.4637       0        0.00     0     0    
777    -0.7099      0.4636       0        0.00     0     0    
778    -0.7099      0.4636       1        0.00     0     0    
779    -0.7099      0.4637       3        0.00     0     0    
780    -0.7095      0.4637       3        0.00     0     0    
781    -0.7093      0.4637       0        1.00     0     0    
782    -0.7098      0.4637       0        0.00     0     0    
783    -0.7113      0.4636       0        0.00     0     0    
784    -0.7113      0.4636       2        0.00     0     0    
785    -0.7108      0.4636       2        0.00     0     0    
786    -0.7108      0.4636       1        0.00     0     0    
787    -0.7112      0.4635       3        0.00     0     0    
788    -0.7109      0.4636       1        0.00     0     0    
789    -0.7112      0.4636       0        0.00     0     0    
790    -0.7113      0.4634       0        0.00     0     0    
791    -0.7113      0.4635       0        0.00     0     0    
792    -0.7113      0.4635       0        0.00     0     0    
793    -0.7113      0.4636       1        0.00     0     0    
794    -0.7113      0.4636       0        0.00     0     0    
795    -0.7113      0.4635       1        0.00     0     0    
796    -0.7113      0.4635       0        1.00     0     0    
797    -0.7113      0.4636       0        0.00     0     0    
798    -0.7127      0.4632       0        0.00     0     0    
799    -0.7127      0.4631       3        0.00     0     0    
800    -0.7122      0.4633       0        0.00     0     0    
801    -0.7126      0.4633       2        0.00     0     0    
802    -0.7122      0.4633       1        0.00     0     0    
803    -0.7126      0.4631       3        0.00     0     0    
804    -0.7122      0.4632       0        0.00     0     0    
805    -0.7126      0.4632       0        0.00     0     0    
806    -0.7127      0.4632       0        0.00     0     0    
807    -0.7127      0.4632       0        0.00     0     0    
808    -0.7127      0.4632       2        0.00     0     0    
809    -0.7122      0.4632       0        0.00     0     0    
810    -0.7126      0.4632       1        0.00     0     0    
811    -0.7127      0.4631       0        0.00     0     0    
812    -0.7128      0.4631       0        4.00     0     0    
813    -0.7131      0.4631       0        0.00     0     0    
814    -0.7130      0.4627       0        0.00     0     0    
815    -0.7130      0.4627       0        0.00     0     0    
816    -0.7130      0.4626       0        0.00     0     0    
817    -0.7130      0.4626       3        0.00     0     0    
818    -0.7124      0.4628       2        0.00     0     0    
819    -0.7124      0.4628       0        0.00     0     0    
820    -0.7129      0.4627       0        0.00     0     0    
821    -0.7130      0.4626       0        0.00     0     0    
822    -0.7134      0.4626       3        0.00     0     0    
823    -0.7129      0.4627       0        0.00     0     0    
824    -0.7125      0.4628       2        0.00     0     0    
825    -0.7126      0.4626       3        0.00     0     0    
826    -0.7126      0.4627       0        0.00     0     0    
827    -0.7130      0.4626       1        0.00     0     0    
828    -0.7128      0.4626       1        0.00     0     0    
829    -0.7128      0.4625       0        0.00     0     0    
830    -0.7128      0.4626       1        0.00     0     0    
831    -0.7128      0.4625       1        0.00     0     0    
832    -0.7128      0.4625       0        0.00     0     0    
833    -0.7128      0.4626       1        0.00     0     0    
834    -0.7128      0.4625       2        0.00     0     0    
835    -0.7123      0.4627       0        0.00     0     0    
836    -0.7127      0.4625       0        0.00     0     0    
837    -0.7128      0.4625       2        0.00     0     0    
838    -0.7123      0.4627       0        0.00     0     0    
839    -0.7127      0.4625       2        0.00     0     0    
840    -0.7123      0.4627       2        0.00     0     0    
841    -0.7121      0.4626       0        0.00     0     0    
842    -0.7132      0.4626       1        0.00     0     0    
843    -0.7133      0.4626       0        0.00     0     0    
844    -0.7133      0.4625       0        0.00     0     0    
845    -0.7133      0.4625       1        0.00     0     0    
846    -0.7133      0.4625       1        0.00     0     0    
847    -0.7133      0.4625       0        0.00     0     0    
848    -0.7133      0.4625       3        0.00     0     0    
849    -0.7122      0.4626       3        0.00     0     0    
850    -0.7121      0.4627       1        0.00     0     0    
851    -0.7127      0.4625       0        0.00     0     0    
852    -0.7128      0.4625       3        0.00     0     0    
853    -0.7123      0.4626       0        0.00     0     0    
854    -0.7127      0.4625       1        0.00     0     0    
855    -0.7128      0.4626       0        0.00     0     0    
856    -0.7128      0.4625       1        0.00     0     0    
857    -0.7128      0.4625       0        0.00     0     0    
858    -0.7128      0.4626       0        0.00     0     0    
859    -0.7127      0.4625       0        0.00     0     0    
860    -0.7128      0.4625       0        4.00     0     0    
861    -0.7129      0.4626       0        0.00     0     0    
862    -0.7149      0.4613       0        0.00     0     0    
863    -0.7149      0.4614       0        0.00     0     0    
864    -0.7149      0.4613       0        0.00     0     0    
865    -0.7149      0.4614       3        0.00     0     0    
866    -0.7144      0.4614       0        0.00     0     0    
867    -0.7148      0.4614       2        0.00     0     0    
868    -0.7144      0.4615       0        0.00     0     0    
869    -0.7148      0.4613       1        0.00     0     0    
870    -0.7149      0.4614       1        0.00     0     0    
871    -0.7149      0.4613       0        0.00     0     0    
872    -0.7149      0.4613       1        0.00     0     0    
873    -0.7149      0.4614       1        0.00     0     0    
874    -0.7149      0.4613       3        0.00     0     0    
875    -0.7144      0.4615       3        0.00     0     0    
876    -0.7144      0.4614       3        0.00     0     0    
877    -0.7143      0.4616       0        0.00     0     0    
878    -0.7149      0.4616       1        0.00     0     0    
879    -0.7150      0.4616       0        0.00     0     0    
880    -0.7149      0.4615       2        0.00     0     0    
881    -0.7144      0.4614       1        0.00     0     0    
882    -0.7148      0.4613       2        0.00     0     0    
883    -0.7144      0.4615       2        0.00     0     0    
884    -0.7143      0.4615       1        0.00     0     0    
885    -0.7148      0.4614       0        0.00     0     0    
886    -0.7149      0.4613       1        0.00     0     0    
887    -0.7149      0.4613       1        0.00     0     0    
888    -0.7149      0.4614       0        0.00     0     0    
889    -0.7149      0.4613       0        0.00     0     0    
890    -0.7149      0.4614       1        0.00     0     0    
891    -0.7149      0.4613       0        0.00     0     0    
892    -0.7149      0.4613       0        0.00     0     0    
893    -0.7149      0.4614       0        0.00     0     0    
894    -0.7148      0.4613       0        0.00     0     0    
895    -0.7149      0.4613       0        0.00     0     0    
896    -0.7149      0.4613       0        4.00     0     0    
897    -0.7151      0.4614       0        0.00     0     0    
898    -0.7164      0.4608       0        0.00     0     0    
899    -0.7164      0.4607       3        0.00     0     0    
900    -0.7159      0.4608       0        0.00     0     0    
901    -0.7163      0.4608       2        0.00     0     0    
902    -0.7159      0.4609       2        0.00     0     0    
903    -0.7159      0.4609       2        0.00     0     0    
904    -0.7158      0.4608       2        0.00     0     0    
905    -0.7158      0.4609       0        0.00     0     0    
906    -0.7171      0.4609       1        0.00     0     0    
907    -0.7170      0.4607       3        0.00     0     0    
908    -0.7159      0.4609       3        0.00     0     0    
909    -0.7158      0.4609       3        0.00     0     0    
910    -0.7159      0.4609       3        0.00     0     0    
911    -0.7158      0.4609       0        0.00     0     0    
912    -0.7164      0.4608       0        1.00     0     0    
913    -0.7185      0.4601       0        0.00     0     0    
914    -0.7185      0.4601       0        0.00     0     0    
915    -0.7185      0.4600       0        0.00     0     0    
916    -0.7185      0.4600       1        0.00     0     0    
917    -0.7185      0.4600       0        0.00     0     0    
918    -0.7185      0.4600       0        0.00     0     0    
919    -0.7185      0.4601       0        0.00     0     0    
920    -0.7189      0.4600       2        0.00     0     0    
921    -0.7184      0.4601       3        0.00     0     0    
922    -0.7178      0.4604       0        0.00     0     0    
923    -0.7185      0.4601       1        0.00     0     0    
924    -0.7183      0.4601       1        0.00     0     0    
925    -0.7183      0.4600       1        0.00     0     0    
926    -0.7183      0.4601       1        0.00     0     0    
927    -0.7183      0.4601       1        0.00     0     0    
928    -0.7183      0.4601       2        0.00     0     0    
929    -0.7178      0.4602       3        0.00     0     0    
930    -0.7178      0.4602       2        0.00     0     0    
931    -0.7178      0.4602       2        0.00     0     0    
932    -0.7178      0.4602       1        0.00     0     0    
933    -0.7182      0.4601       2        0.00     0     0    
934    -0.7178      0.4602       2        0.00     0     0    
935    -0.7177      0.4601       1        0.00     0     0    
936    -0.7187      0.4601       2        0.00     0     0    
937    -0.7192      0.4599       1        0.00     0     0    
938    -0.7192      0.4599       1        0.00     0     0    
939    -0.7192      0.4600       1        0.00     0     0    
940    -0.7191      0.4600       3        0.00     0     0    
941    -0.7191      0.4600       3        0.00     0     0    
942    -0.7177      0.4602       3        0.00     0     0    
943    -0.7176      0.4602       1        0.00     0     0    
944    -0.7181      0.4601       1        0.00     0     0    
945    -0.7182      0.4601       1        0.00     0     0    
946    -0.7182      0.4601       0        0.00     0     0    
947    -0.7182      0.4600       1        0.00     0     0    
948    -0.7182      0.4601       0        0.00     0     0    
949    -0.7182      0.4601       3        0.00     0     0    
950    -0.7178      0.4601       3        0.00     0     0    
951    -0.7176      0.4602       3        0.00     0     0    
952    -0.7177      0.4601       2        0.00     0     0    
953    -0.7178      0.4603       2        0.00     0     0    
954    -0.7176      0.4603       3        0.00     0     0    
955    -0.7177      0.4602       2        0.00     0     0    
956    -0.7177      0.4602       0        0.00     0     0    
957    -0.7181      0.4601       1        0.00     0     0    
958    -0.7182      0.4601       0        0.00     0     0    
959    -0.7182      0.4601       1        0.00     0     0    
960    -0.7182      0.4600       0        0.00     0     0    
961    -0.7182      0.4600       1        0.00     0     0    
962    -0.7183      0.4601       0        0.00     0     0    
963    -0.7182      0.4601       0        0.00     0     0    
964    -0.7183      0.4600       0        0.00     0     0    
965    -0.7183      0.4600       0        4.00     0     0    
966    -0.7179      0.4602       3        0.00     0     0    
967    -0.7193      0.4594       0        0.00     0     0    
968    -0.7198      0.4594       0        0.00     0     0    
969    -0.7197      0.4593       0        0.00     0     0    
970    -0.7197      0.4593       0        0.00     0     0    
971    -0.7197      0.4593       2        0.00     0     0    
972    -0.7191      0.4593       1        0.00     0     0    
973    -0.7196      0.4593       1        0.00     0     0    
974    -0.7197      0.4592       3        0.00     0     0    
975    -0.7192      0.4594       0        0.00     0     0    
976    -0.7196      0.4593       1        0.00     0     0    
977    -0.7197      0.4592       1        0.00     0     0    
978    -0.7197      0.4593       2        0.00     0     0    
979    -0.7192      0.4594       2        0.00     0     0    
980    -0.7191      0.4594       3        0.00     0     0    
981    -0.7193      0.4594       1        0.00     0     0    
982    -0.7196      0.4592       2        0.00     0     0    
983    -0.7191      0.4595       1        0.00     0     0    
984    -0.7196      0.4592       2        0.00     0     0    
985    -0.7191      0.4593       2        0.00     0     0    
986    -0.7191      0.4595       1        0.00     0     0    
987    -0.7200      0.4594       1        0.00     0     0    
988    -0.7201      0.4592       1        0.00     0     0    
989    -0.7201      0.4592       1        0.00     0     0    
990    -0.7201      0.4592       3        0.00     0     0    
991    -0.7191      0.4594       3        0.00     0     0    
992    -0.7191      0.4595       3        0.00     0     0    
993    -0.7191      0.4595       2        0.00     0     0    
994    -0.7192      0.4593       1        0.00     0     0    
995    -0.7195      0.4592       1        0.00     0     0    
996    -0.7197      0.4593       0        0.00     0     0    
997    -0.7197      0.4592       1        0.00     0     0    
998    -0.7197      0.4593       3        0.00     0     0    
999    -0.7192      0.4593       3        0.00     0     0    
--------------------------------------------------------------------------------
